N,P,K,pH,EC,OC,B,Zn,Fe,Mn,Cu,S,Crop
84,72,96,8.38,0.49,0.67,0.64,0.066,3.112,7.608,2.886,48,Cotton
169,178,192,7.11,0.2,0.62,1.31,0.25,6.806,3.868,2.886,17,Rice
166,238,104,8.72,0.27,0.74,1.18,0.67,3.34,5.37,2.88,62,Rice
109,134,120,8.42,0.17,0.67,0.58,0.67,3.74,5.86,2.88,55,Rice
253,5,439,8.56,0.91,0.84,2.18,0.36,2.18,8.29,2.88,48,Jawar
59,172,184,8.3,0.33,0.6,0.74,0.45,3.34,1.5,2.88,33,Cotton
139,18,456,7.87,0.33,0.63,4.05,0.65,8.64,7.86,2.88,29,Jawar
37,216,264,7.34,0.08,0.74,1.82,0.3,3.58,8.27,2.88,17,Cotton
185,178,384,8.73,0.29,0.72,1.02,0.83,3.34,5.37,2.88,12,Rice
69,109,296,8.73,0.5,0.74,1.18,0.61,2.17,3.89,2.88,12,Cotton
40.8,175,126,8.62,0.15,0.85,1.06,0.942,4.23,3.74,2.874,210,Cotton
192,48,186,7.78,0.29,0.38,1.612,0.31,4.27,3.18,2.87,62,Rice
192,57,288,8.42,0.31,0.61,2.16,0.46,3.82,8.98,2.87,48,Rice
186,29,476,7.41,0.24,0.32,0.68,3.1,2.64,5.92,2.87,37,Jawar
168,47,660,8.19,0.25,0.69,0.94,0.31,0.71,24.88,2.87,33,Cotton
126,18,272,8.16,0.31,0.4,0.86,5.81,2.7,11.62,2.87,29,Jawar
146,29,578,7.36,0.25,0.34,0.68,1.68,0.43,3.35,2.87,19,Jawar
176,89,603,7.42,0.12,0.33,1.4,0.702,24.34,9.35,2.864,34,Cotton
37,172,138,7.06,0.58,0.29,1.18,4.44,4.664,7.042,2.862,159,Cotton
113,22,360,7.79,0.1,0.28,2.8,0.52,15.84,14.17,2.86,142,Jawar
113,37,360,7.86,0.13,0.69,0.74,0.206,6.808,14.17,2.86,142,Jawar
25,33,450,7.86,0.63,0.27,2.8,0.574,6.234,14.24,2.86,83,Cotton
16,18,450,7.52,0.15,0.33,2.8,0.822,6.234,14.36,2.86,74,Cotton
200,219,240,8.77,0.38,0.56,1.25,0.23,5.86,6.85,2.85,74,Cotton
28,247,304,8.5,0.74,0.67,0.83,0.23,12.15,5.85,2.85,72,Cotton
56,138,248,8.23,0.16,0.72,1.57,0.57,2.95,5.85,2.85,56,Cotton
62,159,192,8.27,0.26,0.68,1.09,0.31,7.4,4.29,2.85,56,Cotton
178,88,304,8.65,0.25,0.69,1.18,0.34,5.47,4.62,2.85,54,Cotton
81,219,192,8.6,1.09,0.6,1.47,0.84,15.92,0.04,2.85,47,Cotton
207,9,192,8.56,0.28,0.7,0.67,0.092,10.1,2.45,2.85,43,Jawar
37,19,54,8.93,0.68,0.2,0.83,0.3,8.402,2.472,2.85,33,Cotton
116,88,80,8.72,0.18,0.59,1.28,0.47,16.63,6.04,2.85,32,Cotton
40,209,256,8.58,0.27,0.59,1.22,0.54,10.1,4.62,2.85,32,Cotton
200,50,176,8.23,1.05,0.71,0.64,0.3,1.46,9.9,2.85,14,Rice
151,26,611,7.51,0.42,0.17,1.4,0.63,9.952,4.356,2.848,26,Rice
113,77,252,7.53,0.09,0.41,4.18,0.558,6.936,6.662,2.848,23,Rice
130,151,546,8.09,0.35,0.29,7.22,0.54,3.557,14.14,2.848,15,Rice
100,22,477,8.79,0.51,0.38,2.8,0.424,15.82,6.9,2.844,34,Rice
172,119,112,7.7,0.48,0.65,0.9,0.35,6.52,15.69,2.84,66,Rice
197,65,394,7.9,0.07,0.31,0.28,0.2,1.47,2.09,2.84,43,Rice
131,209,40,7.28,0.32,0.64,0.99,0.25,5.51,11.26,2.84,29,Cotton
181,150,48,7.84,0.08,0.75,0.67,0.86,3.03,6.52,2.84,25,Cotton
215,46,666,8.22,1.33,0.86,1.32,1.24,3.81,11.64,2.84,24,Rice
234,39,516,8.34,0.42,0.55,3.51,0.66,9.67,7.99,2.84,19,Rice
200,150,73,8.66,0.28,0.66,6.71,0.83,5.08,2.32,2.84,0.26,Cotton
138,29,524,8.16,0.56,0.41,1.16,0.95,4.17,14.9,2.83,57,Rice
131,156,273,7.48,0.19,0.41,0.91,1.28,1.64,21.02,2.83,33,Rice
179,53,426,8.42,0.43,0.59,5.94,0.89,9.09,7.66,2.83,15,Rice
136,44,496,7.58,0.28,0.41,0.91,1.62,0.72,1.91,2.83,14,Rice
109,15,630,7.59,0.19,0.41,0.79,0.95,4.11,3.14,2.83,10,Jawar
25,19,96,6.87,0.67,0.67,0.45,4.296,12.19,5.056,2.828,180,Cotton
37.6,22,72,7.64,0.66,0.13,0.1,0.738,10.17,2.136,2.828,121,Cotton
9.4,122,282,7.89,0.2,0.48,2.91,3.634,12.34,10.26,2.828,118,Cotton
163,81,184,8.85,1.21,0.7,1.18,0.32,6.88,2.5,2.82,78,Rice
107,15,313,8.21,0.47,0.69,0.96,1.86,2.53,6.72,2.82,57,Jawar
142,44,642,7.19,0.11,0.4,1.05,0.43,2.71,6.67,2.82,42,Rice
94,169,192,6.92,0.28,0.73,0.8,1.96,6.09,10.34,2.82,41,Rice
184,29,496,7.48,0.33,0.34,0.59,0.39,1.17,12.17,2.82,10,Rice
146,15,694,8.19,0.24,0.42,0.74,1.5,2.2,11.32,2.82,10,Jawar
78,106,128,7.53,0.09,0.71,1.09,0.484,2.326,0.606,2.816,27,Rice
123,64,372,8.71,0.86,0.52,4.59,2.76,6.65,7.27,2.81,61,Rice
100,15,308,7.68,0.31,0.29,3.04,1.326,19.69,21.54,2.81,60,Jawar
183,18,360,8.06,0.17,0.6,0.94,2.55,1.69,6.79,2.81,14,Jawar
53,97,300,8.17,0.47,0.41,1.28,1.092,13.24,19.05,2.802,122,Cotton
128,169,138,6.93,0.51,0.42,0.96,1.172,13.24,5.736,2.802,100,Rice
219,200,45,8.75,0.2,0.74,0.54,0.81,7.23,6.31,2.8,39,Cotton
102,51,299,7,0.44,0.49,5,1.79,0.28,6.47,2.8,36,Rice
176,11,381,7.46,0.31,0.29,0.72,6.88,1.64,10.67,2.8,33,Jawar
136,36,333,8.19,0.29,0.29,0.72,2.12,0.36,8.2,2.8,33,Rice
109,22,401,7.06,0.24,0.32,0.64,2.69,8.2,8.73,2.8,29,Rice
207,147,184,8.34,0.3,0.64,0.7,0.76,6.98,9.55,2.8,14,Rice
153,163,200,7,0.21,0.9,0.86,0.74,5.7,11.81,2.8,11,Rice
109,40,374,8.16,0.56,0.34,0.72,9.69,2.77,2.18,2.8,10,Rice
184,29,605,8.11,0.26,0.71,0.86,6.52,1.36,6.03,2.8,5,Rice
439,172,144,6.32,0.39,0.3,0.86,3.834,12.19,8.69,2.794,154,Rice
98,40,306,7.92,0.29,0.28,0.86,1.046,1.15,4.674,2.794,90,Rice
218,24,342,7.64,0.64,0.32,7.56,0.66,5.35,5.93,2.79,53,Rice
278,53,384,8.6,0.37,0.44,6.75,4.13,6.28,5.56,2.79,48,Rice
118,40,496,7.87,0.1,0.34,0.72,0.39,0.7,4.43,2.79,38,Rice
189,18,372,8.7,0.24,0.25,2.16,0.25,7.63,6.79,2.79,34,Jawar
242,26,432,8.37,0.3,0.51,1.35,0.56,3.14,8.11,2.79,27,Rice
147,33,288,7.31,0.29,0.52,3.24,0.41,7.48,2.65,2.79,27,Rice
241,22,392,8.19,0.21,0.24,3.24,0.52,2.72,7.76,2.79,24,Rice
22,244,3.76,7.42,0.017,0.73,1.18,0.474,8.612,5.164,2.78,67,Cotton
163,1,104,8.12,0.33,0.7,1.18,0.38,2.32,22,2.78,56,Jawar
34,184,80,7.43,0.1,0.7,0.54,1.13,2.64,7.6,2.78,34,Cotton
88,70,621,7.92,0.13,0.29,1.75,0.702,26.44,8.712,2.778,37,Rice
28.2,228,84,6.77,0.38,0.23,2.34,2.694,2.57,5.408,2.772,6,Cotton
200,207,392,7.85,0.3,0.88,0.86,1.07,2.62,6.46,2.77,85,Rice
188,36,401,7.59,0.28,0.71,0.78,2.1,7.32,3.28,2.77,24,Rice
116,25,605,8.19,0.18,0.31,0.72,2.7,14.77,10.82,2.77,14,Rice
98,62,639,7.36,0.07,0.34,0.69,4.14,9.31,3.12,2.77,10,Rice
88,4,684,7.65,0.33,0.41,1.75,0.246,7.696,7.074,2.768,91,Jawar
196,20,636,7.52,0.64,0.29,7.83,0.62,4.21,3.35,2.76,61,Rice
143,28,642,8.9,0.25,0.82,6.48,0.91,2.78,2.69,2.76,61,Rice
105,51,462,7.57,0.41,0.69,0.86,1.94,3.06,14.09,2.76,24,Rice
201,51,401,7.39,0.24,0.41,0.86,3.56,1.65,13.49,2.76,19,Rice
259,61,432,8.1,0.22,0.28,2.43,1.69,5.8,7.28,2.76,16,Rice
116,47,592,7.39,0.18,0.32,0.79,3.19,2.56,12.14,2.76,14,Rice
191,29,748,8.18,0.89,0.31,0.91,2.36,1.57,1.05,2.75,67,Rice
20,28,312,7.59,0.28,0.26,0.9,0.7,7.139,9.165,2.75,29,Cotton
146,44,469,8.09,0.42,0.41,1.21,1.78,0.78,4.57,2.75,21,Rice
155,47,574,7.56,0.52,0.28,0.86,0.35,0.15,21.3,2.74,62,Rice
276,18,456,8.39,0.43,0.3,4.05,0.26,5.95,7.13,2.74,29,Jawar
171,54,435,7.39,0.11,0.31,0.69,2.86,0.47,23.36,2.74,14,Rice
223,61,396,8.24,0.11,0.61,3.78,1.68,4.78,6.99,2.73,58,Rice
241,197,96,8.66,0.36,0.85,1.6,0.52,1.12,4.84,2.73,56,Cotton
169,219,240,7.49,0.27,0.74,0.86,0.25,2.12,24.22,2.73,30,Rice
189,72,390,8.42,0.24,0.48,1.08,0.37,5.7,2.49,2.73,25,Rice
128,40,734,7.48,0.09,0.31,0.59,1.65,1.79,9.51,2.73,24,Rice
246,31,534,7.77,0.08,0.58,4.59,1.81,7.08,6.06,2.73,24,Rice
214,18,396,7.13,0.15,0.36,3.78,1.68,3.62,7.98,2.73,16,Jawar
103,28,80,7.6,0.3,0.72,1.38,1.1,2.12,5.03,2.73,12,Cotton
210,238,56,8.05,0.21,0.89,1.18,1.15,7.4,10.06,2.73,9,Cotton
72,153,228,7.12,0.09,0.19,0.29,2.084,2.14,6.708,2.728,101,Rice
163,66,72,7.52,0.24,0.38,3.15,0.996,9.902,4.758,2.712,46,Cotton
225,63,272,8.83,0.32,0.64,0.93,0.47,6.09,2.3,2.71,69,Rice
119,44,551,7.31,0.46,0.44,0.69,2.51,1.98,7.24,2.71,67,Rice
232,100,24,8.38,0.32,0.79,0.67,0.31,3.11,2.11,2.71,64,Cotton
125,194,72,7.71,0.9,0.68,1.41,1.06,16.63,6.04,2.71,63,Cotton
75,85,266,7.49,0.44,0.59,2.28,0.72,4.024,5.65,2.71,60,Rice
51,19,204,7.47,0.24,0.4,0.45,1.13,2.62,1.57,2.71,41,Cotton
78,31,64,8.07,0.38,0.62,1.12,0.49,5.86,2.6,2.71,38,Cotton
219,184,136,8.92,0.27,0.7,0.74,0.54,3.11,1.33,2.71,17,Rice
219,53,200,8.67,0.14,0.59,1.31,0.67,2.01,9.74,2.71,11,Rice
159,63,384,8.46,0.05,0.54,0.93,0.6,1.46,2.9,2.71,11,Rice
22,52,639,7.96,0.48,0.21,3.15,0.798,6.616,14.05,2.704,74,Cotton
166,100,84,7.26,0.44,0.31,2.13,1.2274,6.52,7.962,2.704,68,Cotton
94.1,228,246,7.28,0.31,0.23,1.34,0.776,9.146,9.03,2.7,129,Rice
125,7,131,7.21,0.92,0.87,16.1,0.914,14.17,10.53,2.7,77,Jawar
278,46,486,8.73,0.34,0.49,1.89,0.21,3.14,9.85,2.7,61,Rice
189,35,384,8.33,0.38,0.39,2.97,0.65,4.37,6.73,2.7,58,Rice
193,37,612,8.66,0.41,0.37,10.94,0.9,5.13,2.7,2.7,34,Rice
13.4,159,48,7.57,0.33,0.31,1.28,2.764,2.238,10.99,2.7,30,Cotton
132,18,639,7.39,0.08,0.41,0.69,4.07,9.214,3.88,2.7,24,Jawar
280,54,480,7.41,0.14,0.79,2.16,0.36,4.82,6.85,2.7,11,Rice
97,166,160,8.84,0.32,0.62,1.18,0.17,2.72,6.91,2.7,6,Rice
176,74,639,7.45,0.15,0.21,1.4,0.998,24.94,9.918,2.692,46,Rice
151,133,729,7.96,0.11,0.32,3.1,0.74,24.94,8.926,2.692,46,Rice
249,22,522,8.12,0.19,0.24,2.16,0.62,4.23,5.38,2.69,45,Rice
63,89,333,7.78,0.45,0.86,2.45,0.982,2.826,19.77,2.69,40,Cotton
136,29,571,7.45,0.56,0.49,1.26,0.22,5.99,24.76,2.69,39,Rice
136,29,571,7.5,0.51,0.37,1.26,0.22,5.99,24.76,2.69,39,Rice
194,54,626,8.21,0.27,0.29,0.72,2.41,1.54,11.83,2.69,29,Rice
136,40,462,7.32,0.24,0.29,0.83,1.22,0.5,5.24,2.69,29,Rice
141,197,232,6.62,0.24,0.68,1.02,0.69,9.08,11.78,2.69,27,Rice
172,13,606,7.82,0.34,0.86,5.13,1.69,6.61,4.67,2.68,48,Jawar
185,59,104,8.22,0.31,0.5,0.77,0.51,5.88,3.49,2.68,46,Rice
117,54,313,8.16,0.38,0.74,0.72,6.4,0.42,3.84,2.68,38,Rice
135,18,469,7.41,0.44,0.33,0.81,2.23,8.49,3.98,2.68,29,Jawar
165,47,272,7.45,0.14,0.37,0.69,8.12,2.53,3.39,2.68,14,Rice
153,46,428,8.48,0.19,0.36,5.4,2.69,7.92,2.69,2.68,13,Rice
9.4,253,480,7.56,0.5,0.43,0.9,1.2,9.65,1.452,2.672,191,Cotton
42,105,312,8,0.28,0.19,1.176,0.9,15.236,4.009,2.67,79,Cotton
178,231,304,8.59,0.48,0.5,0.86,0.47,3.27,5.1,2.67,62,Rice
109,11,592,8.16,0.11,0.44,0.59,1.79,0.62,1.95,2.67,62,Jawar
144,125,208,8.48,0.33,0.62,1.31,0.47,3.58,2.57,2.67,53,Rice
18,175,104,8.11,0.19,0.7,0.8,0.79,5.31,5.25,2.67,46,Cotton
138,15,723,7.53,0.65,0.17,6.3,0.378,8.952,4.412,2.67,34,Jawar
260,253,312,6.25,0.23,0.59,1.76,0.8,2.09,8.91,2.67,29,Rice
256,18,642,8.13,0.15,0.37,1.35,0.37,4.21,5.75,2.67,29,Jawar
125,15,337,7.64,0.22,0.53,1.75,0.484,7.112,4.412,2.67,26,Jawar
136,44,462,7.53,0.23,0.69,0.69,0.72,1.39,4.02,2.67,24,Rice
194,33,605,8.16,0.12,0.41,0.86,7.23,1.5,11.95,2.67,19,Rice
125,26,216,7.45,0.31,0.53,5.5,0.8,7.108,19.28,2.666,51,Rice
42,16,476,7.42,0.33,0.77,1.76,0.396,13.75,5.738,2.663,43,Cotton
112,209,234,8.22,0.95,0.16,0.26,3.51,10.99,3.818,2.662,132,Rice
125,234,80,7.18,0.62,0.64,0.96,0.32,3.88,4.87,2.66,83,Cotton
222,48,342,7.66,0.75,0.67,5.13,0.53,3.83,2.17,2.66,50,Rice
99,46,206,7.61,0.19,0.4,1.72,2.28,3.9,5.04,2.66,22,Rice
37.6,175,366,7.96,0.32,0.19,1.25,4.18,11.46,8.39,2.656,118,Cotton
179,72,546,8.16,0.64,0.21,3.42,2.1,5.836,13.19,2.65,106,Rice
147,46,438,8.37,0.24,0.21,5.67,0.41,4.82,2.49,2.65,61,Rice
125,66,666,7.52,0.14,0.27,2.45,0.61,24.64,9.35,2.65,48,Rice
256,59,330,8.93,0.19,0.37,5.67,0.28,3.65,7.62,2.65,40,Rice
161,62,367,7.39,0.11,0.31,0.69,0.94,1.79,10.68,2.65,38,Rice
182,18,288,7.38,0.23,0.2,3.24,0.47,7.63,6.79,2.65,34,Jawar
172,35,648,7.49,0.75,0.65,5.4,1.41,6.99,6.89,2.65,32,Rice
112,73,687,8.11,0.24,0.71,0.79,5.41,2.53,10.93,2.65,24,Rice
152,29,306,8.11,0.24,0.31,0.78,2.55,1.53,9,2.65,19,Rice
147,188,296,8.62,1.4,0.73,1.31,0.47,15.53,6.04,2.64,85,Rice
203,94,14,8.2,0.41,0.5,0.29,0.8,0.94,12.11,2.64,55,Cotton
31,150,208,8.73,0.28,0.71,0.8,0.67,7.51,4.71,2.64,51,Cotton
181,94,216,7.98,0.11,0.8,0.64,0.23,5.39,5.55,2.64,47,Rice
181,125,248,8.32,1.63,0.59,0.48,0.91,9.188,5.49,2.64,30,Rice
106,222,200,8.23,0.28,0.56,1.34,1.21,3.11,3.65,2.64,28,Rice
210,72,120,9.14,0.59,0.61,0.8,1.14,2.17,5.91,2.64,11,Rice
178,47,388,7.58,0.43,0.34,0.58,1.33,0.89,1.32,2.63,43,Rice
43.9,38,90,6.7,0.8,0.82,2.77,2.544,2.904,18.92,2.63,37,Cotton
152,18,700,7.41,0.23,0.34,0.59,1.64,0.53,12.81,2.63,29,Jawar
22,4,513,7.47,0.12,0.29,2.1,0.686,5.61,14.05,2.624,77,Cotton
75,4,249,7.96,0.12,0.26,3.04,1.67,9.382,22.54,2.622,200,Jawar
175,216,352,8.16,0.49,0.74,1.15,0.46,4.26,4.17,2.62,83,Rice
203,294,312,9.42,0.32,0.54,1.12,0.45,3.44,6.3,2.62,77,Rice
100,175,48,6.48,0.18,0.74,1.76,1.08,6.71,14.91,2.62,60,Cotton
253,64,534,7.897,0.33,0.45,5.13,0.84,4.78,5.32,2.62,53,Rice
253,64,606,7.59,0.39,0.62,7.02,0.34,4.61,7.98,2.62,42,Rice
198,59,636,7.43,0.15,0.59,6.75,1.45,5.35,8.51,2.62,34,Rice
143,15,606,7.59,0.11,0.37,5.13,0.12,5.35,3.82,2.62,34,Jawar
147,15,755,8.16,0.08,0.31,0.68,0.12,0.33,11.36,2.62,29,Jawar
131,18,721,7.69,0.26,0.34,0.92,2.24,0.26,10.95,2.62,29,Jawar
150,16,256,6.47,1.36,0.91,1.45,1.06,6.71,14.91,2.62,24,Jawar
119,44,354,8.06,0.07,0.71,0.94,4.14,6.89,7.741,2.62,19,Rice
124,40,700,8.09,0.17,0.34,0.83,1.86,13.2,6.8,2.62,19,Rice
184,29,320,7.69,0.44,0.41,0.86,3.38,13.4,7.03,2.62,14,Rice
218,50,462,7.43,0.15,0.83,2.43,1.25,5.54,8.51,2.62,13,Rice
229,22,390,8.33,0.26,0.53,6.75,0.34,8.26,4.25,2.62,13,Rice
107,25,299,7.59,0.09,0.69,0.87,4.14,1.17,4.37,2.62,5,Rice
107,28,299,7.69,0.09,0.69,0.87,4.14,1.14,4.37,2.62,5,Rice
78,13,275,8.12,0.37,0.72,2.72,0.31,9.136,4.136,2.615,83,Jawar
43,44,428,7.89,0.41,0.42,1.82,1.78,9.165,4.65,2.615,49,Cotton
63,7,117,7.96,0.29,0.32,1.4,0.484,16.02,9.858,2.614,26,Cotton
214,39,270,7.65,0.31,0.25,7.29,1.01,11.05,9.61,2.61,48,Rice
145,39,384,7.89,0.65,0.34,5.67,0.17,5.34,10.71,2.61,32,Rice
219,47,104,8.74,0.55,0.67,0.9,0.85,6.98,2.51,2.61,28,Rice
31,103,272,8.08,0.61,0.6,0.86,1.42,2.64,5.01,2.6,68,Cotton
141,56,168,8.18,0.21,0.86,1.41,1.12,1.62,6.46,2.6,61,Rice
116,191,120,8.92,0.1,0.67,1.09,1.06,16.63,6.04,2.6,60,Rice
200,122,8,8.59,0.14,0.66,0.61,0.9,2.01,5.91,2.6,37,Cotton
122,109,272,8.55,0.3,0.72,1.38,1.11,2.02,9.74,2.6,11,Rice
176,15,346,7.7,0.14,0.26,3.5,0.731,8.446,12.46,2.592,11,Jawar
163,77,667,7.27,0.56,0.89,2.8,0.538,36.5,4.526,2.59,54,Rice
262,64,390,8.24,0.24,0.3,2.97,0.42,3.61,7.23,2.59,48,Rice
244,18,486,7.22,0.39,0.44,5.67,1.45,3.92,3.64,2.59,42,Jawar
262,61,640,7.68,0.12,0.62,5.4,1.32,4.61,36.61,2.59,20,Rice
262,61,390,8.24,0.24,0.65,0.81,0.32,8.26,7.23,2.59,19,Rice
136,62,741,7.65,0.36,0.26,2.17,0.05,4.88,4.28,2.59,19,Rice
12.5,284,42,7.34,0.3,0.26,1.86,2.982,3.236,6.114,2.588,28,Cotton
40.8,50,522,7.53,0.52,0.25,1.76,2.482,16.41,8.494,2.584,118,Cotton
63,4,544,7.62,0.36,0.36,4.2,0.504,10.46,4.864,2.582,48,Cotton
144,197,480,7.78,0.4,0.66,1.41,0.75,2.12,6.88,2.58,87,Rice
125,184,192,7.26,0.36,0.62,0.9,1.07,3.13,2.06,2.58,57,Rice
112,72,68,7.49,0.46,0.4,1.43,5.09,3.79,8.84,2.58,52,Cotton
201,22,483,8.16,0.49,0.41,0.83,2.42,2.4,11.22,2.58,43,Rice
231,18,666,8.09,0.11,1.09,0.68,4.86,0.12,16.49,2.58,29,Jawar
168,40,748,7.86,0.36,0.42,0.87,3.01,0.9,14.6,2.58,14,Rice
69,131,180,8.27,0.39,0.16,1.66,1.032,7.164,6.516,2.572,83,Cotton
138,12,441,7.69,0.18,0.23,3.104,0.786,6.034,20.7,2.57,106,Jawar
278,31,486,8.33,0.24,0.42,7.02,1.5,5.84,6.99,2.57,57,Rice
128,44,394,7.21,0.33,0.69,0.96,1.6,3.98,2.06,2.57,52,Rice
289,20,498,8.78,0.57,0.72,3.78,1.26,8.26,6.85,2.57,48,Rice
207,116,256,8.12,1.58,0.61,0.45,0.62,9.02,6.2,2.57,39,Rice
189,29,279,8.04,0.15,0.79,0.81,2.89,2.98,7.45,2.57,24,Rice
132,29,449,7.35,0.51,0.41,1.07,0.25,3.63,2.1,2.57,19,Rice
119,15,517,7.97,0.14,0.42,0.86,0.39,0.46,7.28,2.57,3,Jawar
178,40,279,8.16,0.27,0.36,0.81,2.81,20.06,25.34,2.56,43,Rice
186,39,408,7.86,0.29,1.25,4.59,1.06,6.25,4.16,2.56,37,Rice
83,243,270,7.9,0.23,0.83,0.32,0.63,2,1.49,2.56,30,Rice
159,29,401,7.45,0.22,0.34,0.68,5.98,1.08,8.19,2.56,29,Rice
161,36,333,7.72,0.04,0.29,1.08,2.12,1.53,5.16,2.56,14,Rice
172,11,292,8.16,0.15,0.41,0.74,9.39,2.16,6.5,2.56,10,Jawar
106,29,646,8.16,0.22,0.41,1.16,3.31,0.33,3.26,2.56,10,Rice
88,11,662,8.04,0.81,0.6,4.55,0.53,15.13,25.72,2.55,100,Jawar
119,200,200,8.63,0.39,0.67,1.57,0.45,3.82,4.01,2.55,91,Rice
125,44,680,7.04,0.28,0.87,2.8,0.366,15.84,4.638,2.55,54,Rice
257,175,128,7.8,0.36,0.86,1.18,0.09,2.31,6.88,2.55,50,Rice
120,55,624,7.61,0.13,0.63,2.97,0.32,3.92,6.72,2.55,50,Rice
169,33,700,8.07,0.32,0.69,0.94,2.39,0.48,3.28,2.55,43,Rice
192,44,374,8.09,0.18,0.42,0.59,1.77,0.83,10.82,2.55,38,Rice
194,62,360,7.36,0.17,0.31,0.94,1.92,1.74,13.93,2.55,29,Rice
194,54,381,7.45,0.21,0.34,0.74,0.33,1.17,17.56,2.55,24,Rice
108,65,632,8.16,0.21,0.32,0.73,2.27,1.37,12.11,2.55,19,Rice
169,18,340,7.42,0.29,0.34,0.86,2.55,1.01,3.94,2.55,19,Jawar
94,34,108,7.17,0.49,0.17,0.38,0.048,7.724,3.966,2.542,57,Rice
169,19,392,7.3,0.26,0.34,0.71,3.09,2.92,20.09,2.54,56,Jawar
196,37,456,8.6,0.86,0.13,1.08,0.95,0.72,3.91,2.54,32,Rice
159,30,210,7.59,0.59,0.29,0.68,1.05,13.56,11.09,2.54,22,Rice
210,20,210,7.59,0.59,0.36,0.68,1.05,11.09,25.16,2.54,18,Rice
15.7,241,234,8.07,0.28,0.56,2.69,0.942,3.85,4.448,2.538,210,Cotton
63,44,507,7.61,0.46,0.38,2.45,0.104,7.278,4.864,2.536,26,Cotton
168,54,381,8.31,0.43,0.69,1.72,0.71,1.05,8.64,2.53,43,Rice
159,62,354,8.39,0.61,0.29,0.86,0.63,1.72,9.21,2.53,38,Rice
106,80,184,7.36,0.45,0.36,1.14,1.02,1.4,10.63,2.53,29,Rice
22,197,366,7.56,0.48,0.44,0.77,0.568,9.146,11.93,2.524,144,Cotton
113,15,666,8.25,0.82,0.3,2.1,0.816,11.13,9.782,2.522,177,Jawar
176,41,297,7.69,0.4,0.24,1.4,0.578,13.75,13.14,2.522,6,Rice
154,73,490,8.16,0.64,0.34,0.68,0.66,0.79,20.36,2.52,43,Rice
139,33,748,8.09,0.58,0.32,0.721,5.3,1.33,2.51,2.52,43,Rice
146,46,646,8.06,0.52,0.29,0.84,1.44,0.4,1.38,2.52,27,Rice
193,18,632,7.35,0.19,0.34,0.79,1.78,0.74,4.47,2.52,24,Jawar
116,11,265,7.58,0.29,0.41,0.81,1.36,0.4,3.45,2.52,10,Jawar
29,81,135,7.14,0.12,0.56,0.28,4.28,1.04,3.87,2.52,9,Cotton
102,36,630,8.51,0.15,0.45,0.91,1.85,0.88,7.75,2.51,57,Rice
244,26,636,8.33,0.26,0.38,5.67,1.61,3.65,6.73,2.51,37,Rice
146,15,673,7.36,0.66,0.31,0.81,0.49,1.48,15.1,2.51,33,Jawar
117,18,260,7.4,0.76,0.36,0.81,0.36,0.66,12.17,2.51,33,Jawar
100,57,724,7.09,0.51,0.59,2.1,0.284,16.75,12.68,2.508,51,Rice
102,15,559,7.42,0.34,0.69,0.92,2.36,0.92,3.76,2.5,43,Jawar
103,88,176,8.48,0.39,0.62,1.18,0.28,2.32,22.62,2.5,39,Rice
89,69,517,7.65,0.21,0.41,0.87,2.47,1.71,7.22,2.5,38,Rice
232,191,400,8.25,0.35,0.54,0.83,1.02,15.92,5.85,2.5,29,Rice
106,36,435,8.16,0.18,0.31,1.32,5.01,0.67,3.34,2.5,24,Rice
213,88,112,8.68,0.26,0.58,1.09,0.87,15.21,5.85,2.5,21,Rice
25,116,41,7.42,0.19,0.71,3.24,1.278,0.994,0,2.5,18,Cotton
269,13,450,8.63,0.48,0.59,0.81,0.78,9.85,7.54,2.5,13,Jawar
88,78.1,100,7.4,0.1,0.73,1,1.3,9.4,3,2.5,4,Rice
37.6,78,438,7.73,0.36,0.84,1.31,0.776,12.17,3.01,2.496,128,Cotton
75,140,644,7.66,0.33,0.45,2.45,0.398,9.286,4.808,2.492,91,Rice
235,172,112,8.88,0.61,0.5,0.51,1.04,11.66,3.02,2.49,22,Rice
184,23,378,8.09,0.44,0.48,1.89,0.86,8.25,7.57,2.49,18,Rice
189,22,741,7.39,0.14,0.32,0.64,2.22,0.6,16.53,2.489,14,Rice
28.2,72,60,7.24,0.67,0.36,3.04,2.596,2.682,22.56,2.488,11,Cotton
31.4,206,198,7.85,0.25,0.4,1.95,3.402,12.19,8.69,2.484,120,Cotton
38,46,68,7.45,0.32,0.23,3.24,1.056,2.635,4.004,2.484,46,Cotton
203,15,320,7.34,1.05,0.41,0.59,12.47,1.25,2.42,2.48,48,Jawar
197,15,226,7.42,0.24,0.32,0.61,1.87,0.23,12,2.48,33,Jawar
116,34,313,7.54,0.44,0.43,0.57,0.92,2.14,13.7,2.48,29,Rice
182,51,449,8.21,0.12,0.35,0.81,2.2,1.71,15.94,2.48,24,Rice
198,10,680,8.09,0.18,0.41,0.69,2.1,1.07,11.93,2.48,24,Jawar
186,40,340,8.21,0.35,0.34,0.59,2.16,1.31,16.32,2.48,19,Rice
149,18,254,8.11,0.19,0.34,0.69,1.38,0.73,11.02,2.48,19,Jawar
204,33,660,8.16,0.35,0.69,0.92,2.41,1.54,13.95,2.48,10,Rice
116,29,708,8.16,0.17,0.32,0.75,6,3.36,5.47,2.48,10,Rice
63,22,351,7.39,0.56,0.27,3.5,1.13,10.63,9.852,2.478,140,Cotton
